S. No.,RMS,Maximum,Range,Standard Deviation,Sample Variance,Standard Error,P10,y
7482,3.947812878,2.806476172,7.806467924,1.902801683,3.620654246,0.190280168,-4.996552944,1
7483,3.696780962,2.861259284,7.861240597,2.206827371,4.870087044,0.220682737,-4.9661095,1
7484,3.962463005,2.995613057,7.995612086,2.590959592,6.713071608,0.259095959,-4.979296831,1
7485,3.675119155,2.842186437,7.842186169,2.453854521,6.021402012,0.245385452,-4.989147236,1
7486,4.126403371,2.926538191,7.926537284,2.460419077,6.053662035,0.246041908,-4.995107337,1
7487,3.699011034,2.583649581,7.583647672,2.454674406,6.025426437,0.245467441,-4.995735051,1
7488,3.711275683,2.989195351,7.98915756,2.441980728,5.963269877,0.244198073,-4.996849573,1
7489,3.648271778,2.890166895,7.89016678,2.198227701,4.832205026,0.21982277,-4.997621738,1
7490,3.814838529,2.869560694,7.86955625,2.330116605,5.429443393,0.23301166,-4.996641425,1
7491,3.797394929,2.916569739,7.916557761,2.308427897,5.328839356,0.23084279,-4.990145707,1
7492,3.748022449,2.984757059,7.984756764,2.427504016,5.892775748,0.242750402,-4.994425228,1
7493,3.918181015,2.916433555,7.916431345,2.058111859,4.235824425,0.205811186,-4.987619445,1
7494,3.724471079,2.55546507,7.555459132,2.092563445,4.378821771,0.209256345,-4.978497224,1
7495,3.649597317,2.925425839,7.925425833,2.330197783,5.42982171,0.233019778,-4.992199058,1
7496,3.841602993,2.727439487,7.727427164,2.230196129,4.973774776,0.223019613,-4.99697797,1
7497,3.844930545,2.013441482,7.013441455,2.003159607,4.012648412,0.200315961,-4.995539939,1
7498,3.833979393,2.914003991,7.913807418,2.185037589,4.774389265,0.218503759,-4.987451955,1
7499,3.458793338,2.816284396,7.816281847,2.326726161,5.413654628,0.232672616,-4.988253707,1
7500,3.740729522,2.943989078,7.943939337,2.180747259,4.755658609,0.218074726,-4.980002316,1
7501,3.8973331,2.991871303,7.991869067,2.292494331,5.255530256,0.229249433,-4.981333113,1
7502,3.811285967,2.87811272,7.878112586,2.247645285,5.051909327,0.224764528,-4.978834859,1
7503,3.812124547,2.983840961,7.983795365,2.642159481,6.981006725,0.264215948,-4.991877909,1
7504,3.689278958,2.556777728,7.556777727,2.154211064,4.640625307,0.215421106,-4.99409032,1
7505,3.685938003,2.815727532,7.815659861,2.113119556,4.46527426,0.211311956,-4.994238984,1
7506,3.889189073,2.890256666,7.884518501,2.402184016,5.770488048,0.240218402,-4.971384911,1
7507,3.838744309,2.865730562,7.865729313,2.354820627,5.545180185,0.235482063,-4.993815575,1
7508,3.678269916,2.882508852,7.882508851,2.237241797,5.005250857,0.22372418,-4.980749767,1
7509,3.629232808,2.732206541,7.732206032,2.124521475,4.513591498,0.212452148,-4.974276331,1
7510,3.661069739,2.976140014,7.976138196,2.53281723,6.415163118,0.253281723,-4.982016867,1
7511,3.811870279,2.789396331,7.789396331,2.252883275,5.075483051,0.225288327,-4.994621472,1
7512,3.766625935,2.888090888,7.888090853,2.268905083,5.147930276,0.226890508,-4.987307428,1
7513,3.990552522,2.528951601,7.52895149,2.095224758,4.389966787,0.209522476,-4.99834722,1
7514,3.612192103,2.282435604,7.282434923,2.130520439,4.53911734,0.213052044,-4.992764168,1
7515,3.776672072,2.699126865,7.699054231,2.389331912,5.708906988,0.238933191,-4.985150734,1
7516,3.846865312,2.909852757,7.909852375,2.207374628,4.872502749,0.220737463,-4.99509999,1
7517,3.605729346,2.496563546,7.496562915,2.302148013,5.299885473,0.230214801,-4.97660935,1
7518,3.62539946,2.57361319,7.57361262,2.368825426,5.6113339,0.236882543,-4.988299646,1
7519,3.699101399,2.937893318,7.937893284,2.390379174,5.713912594,0.239037917,-4.997205937,1
7520,3.585788851,2.961292707,7.96128474,2.349450898,5.519919521,0.23494509,-4.996025864,1
7521,3.963483185,2.965371526,7.96536268,2.025536626,4.102798624,0.202553663,-4.994758927,1
7522,3.594201131,2.617908351,7.617890564,2.30701499,5.322318163,0.230701499,-4.990172154,1
7523,3.86943865,2.839072651,7.839035781,2.151888521,4.630624206,0.215188852,-4.991945834,1
7524,3.788161141,2.705935023,7.705935019,2.351695486,5.530471657,0.235169549,-4.987270485,1
7525,3.782970401,2.746826873,7.74682671,2.145820416,4.604545259,0.214582042,-4.996162068,1
7526,3.80816407,2.876891805,7.876884289,2.080369531,4.327937387,0.208036953,-4.980135644,1
7527,3.941893,2.877869903,7.877869681,2.13421226,4.554861969,0.213421226,-4.992725609,1
7528,3.904269876,2.983573353,7.983572503,2.296219064,5.272621989,0.229621906,-4.997427935,1
7529,3.761137967,2.853353689,7.853347227,2.207069736,4.87115682,0.220706974,-4.984317907,1
7530,3.796432874,2.812197067,7.812169753,1.971877033,3.888299032,0.197187703,-4.986719296,1
7531,3.769373188,2.566377484,7.566377211,2.215090818,4.906627333,0.221509082,-4.983586181,1
7532,3.628122064,2.853723745,7.853723735,2.075686951,4.308476318,0.207568695,-4.992750591,1
7533,3.98649631,2.962189322,7.962189319,2.322104341,5.392168569,0.232210434,-4.989166652,1
7534,3.867177416,2.543593581,7.543567652,2.057058388,4.231489212,0.205705839,-4.99778821,1
7535,3.84824769,2.844933022,7.844932795,2.240115943,5.018119438,0.224011594,-4.989022987,1
7536,3.706831022,2.765829253,7.765736326,2.442037573,5.96354751,0.244203757,-4.980454291,1
7537,3.613593322,2.932003068,7.931745984,2.349615495,5.520692974,0.23496155,-4.973424561,1
7538,3.696947612,2.846859774,7.846828365,2.075670501,4.308408029,0.20756705,-4.988150912,1
7539,3.834588371,2.913818258,7.913815567,2.192003525,4.804879454,0.219200353,-4.98847505,1
7540,3.971072285,2.633667109,7.633666927,2.188187251,4.788163445,0.218818725,-4.995896308,1
7541,3.666889435,2.978364785,7.978364783,2.316619656,5.36672663,0.231661966,-4.983106716,1
7542,3.484307978,2.625263054,7.625261896,2.471395039,6.10779344,0.247139504,-4.982838155,1
7543,3.814618672,2.514455733,7.514454928,2.22168247,4.935872996,0.222168247,-4.992281167,1
7544,3.605980134,2.982203175,7.982093938,2.374736713,5.639374454,0.237473671,-4.984352503,1
7545,3.637229732,2.944435874,7.944432429,2.215344217,4.907749998,0.221534422,-4.983617897,1
7546,3.958101386,2.86501012,7.86501012,2.119122319,4.490679401,0.211912232,-4.99363431,1
7547,3.753034786,2.883977718,7.883940961,2.416412526,5.839049497,0.241641253,-4.988010549,1
7548,3.901323562,2.977364648,7.977337395,2.108990299,4.447840083,0.21089903,-4.997684357,1
7549,3.786303816,2.582280885,7.582280323,2.384028902,5.683593807,0.23840289,-4.99649802,1
7550,3.639836852,2.906815968,7.906811659,2.378551735,5.657508356,0.237855173,-4.956165333,1
7551,3.643008772,2.971028848,7.971028572,2.298009362,5.28084703,0.229800936,-4.996692694,1
7552,3.704485064,2.743380742,7.743380478,2.286632955,5.228690272,0.228663296,-4.990014834,1
7553,3.956120562,2.858370023,7.858360941,2.168417404,4.70203404,0.21684174,-4.998314954,1
7554,3.661923287,2.755389323,7.755387012,2.383150028,5.679404057,0.238315003,-4.995681878,1
7555,3.549093594,2.575992104,7.575966173,2.314116157,5.355133588,0.231411616,-4.949893598,1
7556,3.922841433,2.903255537,7.903254198,2.327254454,5.416113291,0.232725445,-4.978675437,1
7557,3.875842604,2.66931718,7.66931716,2.188322412,4.788754977,0.218832241,-4.997784285,1
7558,3.547359467,2.826747962,7.826632275,2.460624436,6.054672613,0.246062444,-4.990693626,1
7559,3.683937669,2.68795321,7.687915426,2.124495936,4.513482981,0.212449594,-4.981094154,1
7560,3.831905675,2.770234338,7.77023048,2.429623935,5.903072464,0.242962393,-4.990941924,1
7561,3.677533892,2.968152886,7.968150412,2.2671817,5.140112859,0.22671817,-4.97474824,1
7562,3.733425391,2.113171284,7.113171157,2.160626356,4.668306249,0.216062636,-4.981567159,1
7563,3.583850275,2.931552585,7.931552529,2.373949117,5.635634409,0.237394912,-4.979973706,1
7564,3.704768351,2.862755255,7.862754763,2.392784847,5.725419323,0.239278485,-4.996308228,1
7565,3.769146809,2.752045306,7.751619386,2.319965987,5.38224218,0.231996599,-4.986966879,1
7566,3.796302571,2.486567216,7.486497626,2.174411384,4.728064867,0.217441138,-4.987264404,1
7567,3.684309441,2.918857653,7.918857486,2.358912313,5.5644673,0.235891231,-4.989919814,1
7568,3.650362912,2.810583207,7.810582788,2.451569609,6.010193549,0.245156961,-4.985442098,1
7569,3.809418481,2.99165375,7.991568105,2.528003155,6.390799951,0.252800315,-4.991840742,1
7570,3.876021678,2.336090417,7.336090406,2.040749618,4.164659005,0.204074962,-4.979812618,1
7571,3.693294221,2.925355857,7.925354503,2.351961478,5.531722796,0.235196148,-4.988323197,1
7572,3.627976512,2.965041818,7.965041785,2.396785851,5.744582414,0.239678585,-4.988891883,1
7573,3.555052671,2.972728269,7.972701752,2.359317533,5.56637922,0.235931753,-4.989168859,1
7574,3.804237695,2.920483755,7.920483736,2.275946869,5.17993415,0.227594687,-4.994079918,1
7575,3.63426406,2.563476035,7.563456171,2.2934062,5.259711999,0.22934062,-4.991726563,1
7576,3.970053859,2.936970017,7.936970017,2.462359091,6.063212293,0.246235909,-4.994391966,1
7577,4.009337968,2.476382434,7.4763824,2.035623809,4.143764294,0.203562381,-4.991226347,1
7578,3.75380133,2.259273939,7.259273427,2.172823719,4.721162914,0.217282372,-4.977517614,1
7579,3.69158586,2.995597349,7.9955863,2.283485439,5.214305751,0.228348544,-4.974540936,1
7580,3.821744393,2.858818332,7.858817235,2.365378111,5.595013609,0.236537811,-4.997021145,1
7581,3.798686176,2.512643585,7.512643584,2.240519107,5.019925871,0.224051911,-4.994892405,1
7582,3.642676882,2.808021049,7.808019218,2.473504215,6.118223102,0.247350422,-4.987609534,1
7583,3.818036653,2.91530658,7.915260037,2.296970452,5.276073259,0.229697045,-4.972919114,1
7584,3.765666751,2.429296649,7.429295279,2.483782897,6.169177482,0.24837829,-4.993338425,1
7585,3.694900138,2.672312463,7.672309233,2.248316348,5.054926399,0.224831635,-4.997020896,1
7586,3.566923579,2.909700099,7.909543434,2.150838059,4.626104358,0.215083806,-4.990431455,1
7587,3.750310736,2.924790342,7.924715358,2.559537003,6.551229671,0.2559537,-4.983725269,1
7588,3.76341751,2.670649877,7.67064956,2.30045122,5.292075817,0.230045122,-4.995302288,1
7589,3.69765625,2.833585178,7.833489785,2.322135364,5.39231265,0.232213536,-4.970879806,1
7590,3.835840176,2.596918419,7.596917255,2.072376158,4.294742939,0.207237616,-4.993592405,1
7591,3.613374842,2.350757875,7.350751351,1.873793505,3.511102098,0.18737935,-4.985277206,1
7592,3.748527503,2.991986937,7.991982494,2.493226415,6.216177959,0.249322642,-4.973806604,1
7593,3.55160557,2.636781085,7.63678097,2.26273583,5.119973436,0.226273583,-4.983088213,1
7594,3.693803412,2.94877829,7.948759625,2.388051161,5.702788348,0.238805116,-4.982734339,1
7595,4.237193428,2.922135267,7.922134968,1.645907756,2.709012342,0.164590776,-4.998239422,1
7596,3.56099398,2.944971679,7.944970704,2.522308369,6.362039506,0.252230837,-4.966875486,1
7597,3.727970684,2.916288641,7.916282272,2.393871784,5.730622116,0.239387178,-4.99669652,1
7598,3.857927341,2.781217037,7.781216962,2.32753265,5.417408238,0.232753265,-4.997933627,1
7599,3.84244727,2.782907441,7.782903524,2.329791717,5.427929446,0.232979172,-4.997951637,1
7600,3.499705803,2.817007183,7.81700711,2.46576438,6.079993977,0.246576438,-4.996065106,1
7601,3.610477804,2.749461708,7.749461024,2.222202761,4.938185111,0.222220276,-4.985163668,1
7602,3.85563871,2.834120796,7.834117701,2.243651425,5.033971717,0.224365143,-4.99696382,1
7603,3.71094596,2.982836157,7.982834355,2.394263298,5.732496738,0.23942633,-4.974524587,1
7604,3.976054442,2.984189197,7.984152724,2.128686533,4.531306357,0.212868653,-4.981145364,1
7605,3.730455804,2.986105163,7.986082512,2.293821447,5.261616831,0.229382145,-4.989918736,1
7606,3.894543662,2.897169942,7.897169936,2.458872675,6.04605483,0.245887267,-4.989254466,1
7607,3.990749865,2.788906081,7.788869325,2.255296934,5.086364259,0.225529693,-4.996898752,1
7608,3.743654975,1.873226584,6.873226524,2.006345605,4.025422685,0.20063456,-4.967810103,1
7609,3.770961771,2.742660821,7.742660773,2.2876529,5.233355793,0.22876529,-4.994373237,1
7610,3.680456134,2.484808392,7.484808245,2.354432518,5.543352481,0.235443252,-4.988088613,1
7611,3.737287379,2.967593055,7.967593055,2.167106237,4.696349444,0.216710624,-4.987296344,1
7612,3.78928253,2.928985315,7.928324997,2.239969495,5.01746334,0.22399695,-4.962316914,1
7613,3.797553655,2.684110613,7.684107972,2.346072986,5.504058455,0.234607299,-4.994311319,1
7614,3.553907333,2.876640131,7.876030044,2.527506684,6.388290037,0.252750668,-4.976483144,1
7615,3.807200197,2.989456422,7.989456011,2.484592111,6.173197959,0.248459211,-4.992789342,1
7616,3.864187176,2.870695123,7.870694917,2.474605118,6.123670489,0.247460512,-4.997943409,1
7617,3.544242945,2.988194242,7.988185895,2.358724206,5.563579882,0.235872421,-4.954353272,1
7618,3.729771387,2.994045808,7.994045807,2.172070078,4.717888424,0.217207008,-4.991262302,1
7619,3.800138439,2.974333564,7.974333521,2.410937268,5.812618512,0.241093727,-4.993288415,1
7620,3.666678978,2.945536773,7.945536643,2.367689171,5.60595201,0.236768917,-4.951859669,1
7621,3.716961759,2.480113604,7.48004048,2.139691432,4.578279426,0.213969143,-4.983013287,1
7622,3.711756564,2.996559238,7.996557924,2.160707145,4.668655366,0.216070714,-4.97497357,1
7623,3.785821026,2.749918117,7.749917943,2.337980286,5.466151816,0.233798029,-4.987651672,1
7624,3.895721558,2.953857845,7.953847948,2.498273116,6.241368562,0.249827312,-4.988805766,1
7625,3.619067797,2.669825432,7.669824943,2.37861065,5.657788625,0.237861065,-4.99208551,1
7626,3.507654058,2.758531948,7.758523985,2.52147087,6.357815348,0.252147087,-4.964231283,1
7627,3.955042655,2.018141491,7.018141469,2.029351413,4.118267157,0.202935141,-4.991655187,1
7628,3.677679544,2.892910333,7.892910286,2.20895758,4.879493591,0.220895758,-4.992353524,1
7629,4.015459204,2.937062262,7.937056606,2.451692781,6.010797492,0.245169278,-4.997633707,1
7630,3.72919984,2.350789967,7.350787936,2.213618299,4.900105975,0.22136183,-4.975368573,1
7631,3.633869341,2.987868644,7.987865578,2.348275001,5.514395481,0.2348275,-4.985576414,1
7632,3.800483768,2.666153611,7.666153602,2.344273975,5.495620471,0.234427398,-4.993211445,1
7633,3.563513458,2.507888754,7.507888267,2.325916152,5.409885946,0.232591615,-4.988466009,1
7634,3.801253797,2.900641042,7.900641018,2.268067013,5.144127976,0.226806701,-4.995540711,1
7635,4.00824446,2.848458559,7.848457545,2.225310302,4.95200594,0.22253103,-4.999076517,1
7636,3.73385345,2.768115845,7.768072323,2.287742746,5.233766873,0.228774275,-4.9869631,1
7637,3.737328343,2.571575017,7.571409105,2.263173497,5.121954279,0.22631735,-4.988097274,1
7638,3.601427321,2.5286082,7.528608033,2.226981355,4.959445956,0.222698136,-4.991434521,1
7639,4.09759963,1.276943844,6.276940048,1.665113771,2.772603872,0.166511377,-4.998455382,1
7640,3.564027347,2.932143389,7.932108159,2.520271513,6.351768501,0.252027151,-4.986712367,1
7641,3.821623431,2.917693896,7.917691242,2.254957966,5.084835428,0.225495797,-4.995736598,1
7642,3.575762028,2.389736322,7.389727051,2.246366186,5.046161042,0.224636619,-4.964895843,1
7643,3.870451844,2.838802993,7.838802983,2.279306816,5.195239563,0.227930682,-4.988235701,1
7644,3.921262065,2.918024059,7.918017989,2.078775814,4.321308884,0.207877581,-4.99523867,1
7645,3.740490451,2.816382053,7.815902634,2.257537738,5.096476639,0.225753774,-4.971993136,1
7646,4.03939614,2.408311908,7.408308672,2.243798452,5.034631494,0.224379845,-4.999315923,1
7647,3.878134879,2.907825486,7.907788033,2.575085146,6.631063511,0.257508515,-4.987854284,1
7648,3.913862699,2.675336836,7.67533679,2.080604071,4.328913299,0.208060407,-4.992063275,1
7649,3.611480659,2.988393672,7.988374742,2.308546093,5.329385066,0.230854609,-4.988244817,1
7650,3.887444895,2.670654883,7.670051311,2.171048859,4.713453148,0.217104886,-4.987010365,1
7651,3.702293183,2.647714522,7.647711634,2.044341865,4.17933366,0.204434186,-4.996144833,1
7652,3.786549732,2.934291875,7.934266126,2.108250931,4.444721986,0.210825093,-4.985685103,1
7653,3.854078604,2.592775967,7.592775306,2.239535926,5.015521162,0.223953593,-4.996753089,1
7654,3.813573982,2.935695169,7.935635979,2.450815008,6.006494203,0.245081501,-4.996624667,1
7655,3.561735635,2.558911767,7.558911402,2.257621221,5.096853576,0.225762122,-4.983830462,1
7656,3.5452197,2.468665755,7.468665753,2.205469472,4.864095593,0.220546947,-4.985931461,1
7657,3.512739953,2.664971584,7.664343034,2.316032094,5.364004659,0.231603209,-4.929787025,1
7658,3.836357715,2.991510905,7.991509185,2.459678044,6.05001608,0.245967804,-4.994065178,1
7659,3.724431404,2.906960679,7.906260258,2.303223242,5.304837302,0.230322324,-4.991789783,1
7660,3.79187189,2.769416798,7.769415462,2.208118065,4.875785391,0.220811807,-4.988693202,1
7661,3.638957562,2.953570046,7.953568864,2.497032607,6.23517184,0.249703261,-4.984544869,1
7662,3.682994349,2.751271977,7.751232869,2.61776104,6.852672863,0.261776104,-4.990563682,1
7663,3.716298821,2.650194756,7.65019445,2.382012438,5.673983253,0.238201244,-4.990338055,1
7664,3.762582652,2.817084156,7.817084101,2.251432587,5.068948692,0.225143259,-4.986732932,1
7665,3.671501166,2.867005236,7.866963485,2.351711458,5.530546782,0.235171146,-4.993968145,1
7666,3.713951898,2.650481843,7.650475634,2.344465766,5.496519727,0.234446577,-4.992727672,1
7667,3.808516718,2.949065598,7.948952766,2.194808023,4.817182256,0.219480802,-4.971923493,1
7668,3.742538449,2.718620677,7.71841936,2.275988284,5.18012267,0.227598828,-4.971249658,1
7669,3.753969268,2.112236534,7.112230765,1.928862907,3.720512113,0.192886291,-4.99615109,1
7670,3.876284805,2.842778509,7.84277543,2.085425584,4.348999865,0.208542558,-4.990530795,1
7671,3.882151119,2.823727268,7.823727064,2.286156486,5.226511479,0.228615649,-4.995934928,1
7672,3.519375776,2.660977152,7.660977151,2.093752525,4.383799637,0.209375253,-4.973786452,1
7673,3.666962696,2.916733195,7.916664363,2.55238533,6.514670872,0.255238533,-4.99175556,1
7674,4.09834623,2.114867193,7.114856934,2.070503172,4.286983385,0.207050317,-4.993211103,1
7675,3.599085637,2.711972729,7.711968107,1.846945034,3.41120596,0.184694503,-4.98954183,1
7676,3.831911773,2.507092353,7.507086275,2.26084058,5.11140013,0.226084058,-4.996310153,1
7677,3.921802535,2.971134157,7.971132745,2.390271671,5.713398663,0.239027167,-4.990885154,1
7678,3.502499378,2.592066959,7.591649578,2.003574638,4.014311329,0.200357464,-4.961176533,1
7679,3.635218118,2.994295074,7.994071706,2.412706652,5.821153388,0.241270665,-4.973253082,1
7680,3.913753429,2.515677218,7.51567067,2.212903569,4.896942206,0.221290357,-4.998216813,1
7681,3.763766469,2.937069184,7.937063647,2.196492988,4.824581446,0.219649299,-4.995018912,1
7682,3.639303237,2.965078348,7.965077758,2.375189101,5.641523265,0.23751891,-4.988577148,1
7683,3.806554581,1.889030079,6.889028611,2.084589239,4.345512294,0.208458924,-4.987982632,1
7684,3.692403601,2.568673661,7.568650336,2.182480204,4.76321984,0.21824802,-4.967822778,1
7685,3.746305841,2.832991433,7.832940535,2.357928741,5.559827948,0.235792874,-4.98516245,1
7686,3.69480027,2.707998047,7.707993215,2.551913055,6.51226024,0.255191305,-4.98637168,1
7687,3.539897347,2.717398753,7.717330941,2.330028692,5.429033704,0.233002869,-4.970565345,1
7688,3.792442919,2.775998979,7.775993905,2.178348212,4.745200934,0.217834821,-4.986484619,1
7689,3.791900774,2.763053623,7.763053595,1.899147185,3.606760029,0.189914718,-4.995454159,1
7690,3.726535898,2.893601323,7.893599095,2.492215709,6.211139141,0.249221571,-4.980438788,1
7691,3.769505822,2.669791937,7.669789899,2.384989444,5.68817465,0.238498944,-4.962959985,1
7692,3.719004894,2.915280558,7.915280522,2.382985598,5.678620362,0.23829856,-4.992554937,1
7693,3.882454751,2.870453788,7.870453787,2.118234898,4.486919082,0.21182349,-4.984684432,1
7694,3.853467092,2.869310164,7.869305144,2.348719533,5.516483443,0.234871953,-4.995550326,1
7695,3.657435485,2.798871161,7.798870237,2.54794877,6.492042933,0.254794877,-4.989872579,1
7696,3.816360038,2.962275023,7.962274912,2.300576051,5.292650167,0.230057605,-4.989841452,1
7697,3.773542525,2.974786566,7.974786515,2.222576086,4.939844459,0.222257609,-4.994420798,1
7698,3.942768145,2.549305439,7.549304533,1.953930863,3.817845817,0.195393086,-4.995902577,1
7699,3.781750461,2.14305221,7.143050929,2.041835327,4.169091504,0.204183533,-4.994225115,1
7700,3.703039969,2.24120888,7.241207565,2.069637854,4.283400846,0.206963785,-4.987721831,1
7701,3.462948943,2.917305881,7.916134018,2.564811451,6.57825778,0.256481145,-4.922399817,1
7702,3.812930957,2.486922369,7.486921832,2.325812057,5.409401724,0.232581206,-4.998053113,1
7703,3.859478414,2.932077181,7.932076657,2.295074629,5.267367551,0.229507463,-4.957203468,1
7704,3.740254098,2.909836797,7.90983636,2.2163236,4.9120903,0.22163236,-4.997394301,1
7705,3.794227547,2.645637358,7.645618641,2.337944221,5.465983181,0.233794422,-4.991316945,1
7706,3.86553373,2.975597887,7.97555631,2.219090135,4.924361026,0.221909013,-4.961598024,1
7707,3.472782751,2.802293828,7.802256783,2.450282048,6.003882116,0.245028205,-4.969195505,1
7708,3.689585209,2.996201301,7.996180367,2.402153103,5.770339532,0.24021531,-4.969845475,1
7709,3.68056529,2.650180608,7.650180435,1.977656372,3.911124726,0.197765637,-4.986738461,1
7710,3.661337518,2.947661752,7.947661749,2.396627088,5.743821399,0.239662709,-4.991468204,1
7711,3.816068894,2.913066138,7.913064595,2.419050599,5.851805799,0.24190506,-4.971520633,1
7712,3.853449073,2.464266515,7.464265293,2.292813257,5.256992629,0.229281326,-4.995300969,1
7713,3.655230949,2.978731694,7.978731692,2.538477948,6.443870292,0.253847795,-4.988146555,1
7714,3.728885503,2.987323684,7.987323683,2.431861259,5.913949185,0.243186126,-4.990563728,1
7715,3.58065345,2.700583443,7.700408135,2.321447715,5.389119495,0.232144772,-4.981810208,1
7716,3.702874078,2.887839946,7.885138786,2.295396037,5.268842966,0.229539604,-4.974677559,1
7717,3.53306757,2.657464007,7.657368757,2.392383137,5.723497074,0.239238314,-4.986689635,1
7718,3.745946367,2.869941538,7.869939695,2.281430596,5.204925563,0.22814306,-4.991271454,1
7719,3.70918262,2.733296875,7.73316776,2.33525148,5.453399473,0.233525148,-4.988951492,1
7720,3.996754975,2.860045205,7.860045173,2.088101084,4.360166139,0.208810108,-4.998092062,1
7721,3.916162286,2.869469733,7.86946973,2.133782167,4.553026338,0.213378217,-4.99459509,1
7722,3.644312444,2.969556053,7.969553969,2.509325827,6.296716104,0.250932583,-4.985846663,1
7723,3.730268483,2.954018121,7.953890862,2.43171663,5.913245768,0.243171663,-4.967058407,1
7724,3.974625005,2.99486345,7.99486344,2.19950496,4.837822071,0.219950496,-4.999489336,1
7725,3.822874835,2.612377597,7.612377597,2.10821872,4.44458617,0.210821872,-4.991283923,1
7726,3.464676099,2.78102976,7.78102508,2.360991744,5.574282016,0.236099174,-4.990172785,1
7727,3.773872951,2.725708957,7.725708853,2.368690107,5.610692823,0.236869011,-4.992320167,1
7728,3.781869608,2.585093155,7.585092267,2.290078212,5.244458215,0.229007821,-4.993748542,1
7729,3.739726636,2.967893723,7.967893561,2.341462798,5.482448033,0.23414628,-4.995864706,1
7730,3.825611402,2.97543434,7.975434309,2.436433932,5.936210307,0.243643393,-4.998902028,1
7731,3.856298257,2.615861935,7.615857627,2.162620078,4.676925602,0.216262008,-4.991325288,1
7732,3.714620814,2.896020135,7.895861435,2.302986987,5.303749061,0.230298699,-4.994395093,1
7733,3.642381616,2.641321198,7.641319633,2.510496608,6.302593219,0.251049661,-4.966706591,1
7734,3.383396705,2.89494461,7.894944603,2.46618308,6.082058984,0.246618308,-4.984560511,1
7735,3.465189626,2.89617807,7.89617807,2.472958968,6.115526058,0.247295897,-4.985330466,1
7736,3.623206389,2.504626045,7.504605852,2.332923533,5.442532209,0.233292353,-4.995669585,1
7737,4.072557871,2.924099227,7.924039121,2.242465457,5.028651326,0.224246546,-4.99412709,1
7738,3.699334375,2.887811356,7.887811356,2.451109888,6.007939685,0.245110989,-4.994997012,1
7739,3.576926833,2.91808267,7.918082618,2.404884178,5.783467908,0.240488418,-4.989086556,1
7740,3.846176118,2.61009391,7.610093895,2.061419325,4.249449635,0.206141933,-4.992717033,1
7741,3.556217829,2.662527832,7.662517825,2.238203135,5.009553272,0.223820313,-4.99648431,1
7742,3.758845852,2.399226875,7.399225641,2.131064465,4.541435755,0.213106447,-4.991867432,1
7743,3.748460191,2.99770837,7.997695841,2.383931723,5.683130458,0.238393172,-4.982803577,1
7744,3.619173183,2.968141593,7.968141588,2.508024609,6.290187441,0.250802461,-4.988806997,1
7745,3.738899145,2.964112902,7.964112394,2.514267155,6.321539328,0.251426716,-4.983152487,1
7746,3.959599706,2.943263672,7.943262123,2.184707786,4.77294811,0.218470779,-4.994972685,1
7747,3.713806146,2.624645454,7.624283253,2.036738326,4.148303007,0.203673833,-4.947639643,1
7748,3.83409909,2.928198318,7.928195404,2.338718254,5.46960307,0.233871825,-4.997185656,1
7749,3.811617979,2.078979465,7.07897884,2.035583712,4.143601047,0.203558371,-4.992761625,1
7750,3.719314087,2.869120535,7.86908284,2.390756353,5.715715937,0.239075635,-4.990341762,1
7751,3.723083007,2.852750184,7.852750117,2.432341958,5.916287402,0.243234196,-4.979748783,1
7752,3.842857847,2.938799228,7.938764708,2.478740253,6.144153244,0.247874025,-4.984047131,1
7753,3.665093246,2.684734546,7.684734504,2.20516164,4.862737857,0.220516164,-4.99802249,1
7754,3.784224046,2.977174707,7.977174632,2.443817096,5.972241998,0.24438171,-4.983164804,1
7755,3.518139434,2.879458777,7.879396965,2.370554969,5.619530863,0.237055497,-4.982099223,1
7756,3.825688873,2.930349253,7.930349252,2.542320034,6.463391153,0.254232003,-4.998044105,1
7757,3.829249389,2.926117003,7.92609977,2.173350132,4.723450794,0.217335013,-4.976905945,1
7758,3.820959731,2.328473087,7.328132958,2.131811794,4.544621525,0.213181179,-4.987775398,1
7759,3.670421997,2.230000287,7.230000287,2.133752849,4.552901219,0.213375285,-4.991326149,1
7760,3.657299117,2.911259861,7.911235883,2.212559863,4.895421149,0.221255986,-4.974898126,1
7761,3.747206292,2.990817701,7.9908177,2.300708846,5.293261192,0.230070885,-4.989821491,1
7762,3.710774264,2.789258271,7.789258243,2.247775915,5.052496565,0.224777592,-4.981578593,1
7763,3.8623529,2.961480982,7.960267005,2.210394553,4.885844079,0.221039455,-4.977045625,1
7764,3.740795413,2.821123479,7.82102692,2.379375342,5.661427019,0.237937534,-4.970787125,1
7765,3.708674388,2.885033538,7.885033326,2.400221678,5.761064101,0.240022168,-4.995557581,1
7766,3.707810917,2.877792522,7.877787366,2.343582102,5.49237707,0.23435821,-4.998105025,1
7767,3.640759955,2.972557383,7.972557367,2.445837575,5.982121444,0.244583758,-4.991961972,1
7768,3.993898228,2.741969002,7.741968205,1.77570415,3.153125229,0.177570415,-4.995730722,1
7769,3.832868971,2.503677229,7.503668485,2.305028853,5.313158015,0.230502885,-4.993416574,1
7770,3.573828702,2.794495596,7.794495592,2.18225843,4.762251855,0.218225843,-4.987326713,1
7771,3.791893352,2.983519747,7.983517326,2.352973659,5.536485038,0.235297366,-4.997940876,1
